RefSeq	Symbol	Chr	Start	End	Strand	txLength	countLength	Cond1_Samp1	Cond1_Samp2	Cond2_Samp1	Cond2_Samp2	Cond3_Samp1	Cond3_Samp2	Cond4_Samp1	Cond5_Samp2
NM_001045528	FKBP15	chr4	61961375	62021582	-	60207	4342	467	521	630	573	493	546	433	361
NM_001166368	FKBP2	chr19	7052228	7054951	-	2723	629	113	231	71	107	212	178	360	300
NM_010220	FKBP5	chr17	28535697	28623094	-	87397	3884	1688	2067	14830	12389	16797	20036	1436	12167
NM_010222	FKBP7	chr2	76501090	76511155	-	10065	898	668	442	565	381	320	296	317	183
NM_012056	FKBP9	chr6	56782052	56829354	+	47302	3011	8314	10703	6731	8423	7921	8541	7758	7249
NM_173430	FKRP	chr7	17394615	17402081	-	7466	2806	409	556	507	555	700	626	502	404
NM_139309	FKTN	chr4	53727053	53776143	+	49090	3382	173	178	119	125	212	155	314	231
NM_001013804	FLG2	chr3	93001194	93025298	+	24104	7671	0	0	0	0	0	0	0	0
NM_008027	FLOT1	chr17	35960301	35969732	+	9431	1694	782	801	399	404	254	242	738	603
NM_013520	FLT3LG	chr7	52386558	52391802	-	5244	1075	47	29	8	6	7	2	70	48
NM_001081259	FLVCR1	chr1	192829710	192850069	-	20359	3273	141	248	119	124	136	131	160	171
NM_010230	FMN1	chr2	113167892	113556924	+	389032	11925	29	55	4	4	3	0	17	9
NM_019679	FMNL1	chr11	103032451	103060214	+	27763	3873	0	0	0	0	0	0	0	1
NM_172409	FMNL2	chr2	52716901	52993236	+	276335	5851	896	811	1986	2907	1140	1751	440	457
NM_008030	FMO3	chr1	164883930	164914622	-	30692	2010	1	2	19	31	0	1	0	4
NM_144878	FMO4	chr1	164724013	164742680	-	18667	1787	0	0	2	0	2	4	12	22
NM_001177648	FNBP1	chr2	30881725	30997528	-	115803	4727	869	987	389	450	425	383	438	402
NM_207636	FNDC3A	chr14	72937759	73109810	-	172051	6136	1518	1398	1252	1359	1106	1191	1186	887
NM_022424	FNDC4	chr5	31594618	31598250	-	3632	2270	229	268	176	137	13	22	7	5
NM_001165965	FNDC7	chr3	108656595	108692926	-	36331	4864	5	0	0	1	0	1	2	1
NM_173753	FNIP1	chr11	54251680	54331743	+	80063	6281	1687	1418	525	470	669	582	907	1154
NM_008033	FNTA	chr8	27109193	27126073	-	16880	1881	1016	1426	1292	1054	2513	2601	2002	1467
NM_010234	FOS	chr12	86814850	86818219	+	3369	2093	149	147	358	271	41	18	55	672
NM_008036	FOSB	chr7	19888044	19895394	-	7350	3776	48	31	8	10	8	7	11	128
NM_008037	FOSL2	chr5	32438844	32460212	+	21368	5863	1257	1545	6219	7578	1074	1191	572	1312
NM_008023	FOXB2	chr19	16946805	16948320	-	1515	1515	0	0	0	0	0	0	0	0
NM_010225	FOXF2	chr13	31717684	31723275	+	5591	2366	77	203	235	418	34	79	194	103
NM_001160112	FOXG1	chr12	50483869	50487854	+	3985	3985	1	2	0	1	0	1	2	0
NM_007989	FOXH1	chr15	76498653	76500378	-	1725	1366	1	0	0	0	0	0	1	0
NM_021899	FOXJ2	chr6	122770201	122795384	+	25183	5011	558	586	382	305	552	489	650	731
NM_001080932	FOXK2	chr11	121121300	121171210	+	49910	5032	665	1140	1143	1136	1762	1647	932	1020
NM_008021	FOXM1	chr6	128313011	128325904	+	12893	4275	273	1667	191	734	667	601	68	61
NM_001277290	FOXN1	chr11	78171078	78200110	-	29032	3261	0	0	0	0	0	0	1	0
NM_148935	FOXN4	chr5	114704172	114723770	-	19598	2970	1	0	0	0	0	0	0	0
NM_008239	FOXQ1	chr13	31650038	31652843	+	2805	2805	0	0	0	1	2	0	3	1
NM_177066	FPGT-TNNI3K	chr3	154449254	154718371	-	269117	3042	0	6	0	1	0	0	1	2
NM_001004178	FRG2	chr4	119202922	119211374	-	8452	1899	73	52	34	19	34	56	153	122
NM_001163732	FRMD3	chr4	73659506	73848118	+	188612	2044	0	0	0	0	0	0	0	0
NM_028127	FRMD6	chr12	71926500	72003221	+	76721	4662	1119	1633	984	1299	1179	1098	254	240
NM_001190332	FRMD7	chrX	48245821	48295887	-	50066	4647	0	0	0	0	1	0	0	2
NM_001033330	FRMPD4	chrX	163909237	165015165	-	1105928	8612	2	0	0	0	0	0	0	0
NM_144939	FRS3	chr17	47832155	47841235	+	9080	1973	61	67	54	38	74	75	132	90
NM_001256142	FSBP	chr4	11506808	11514949	+	8141	446	3	10	1	8	12	18	19	14
NM_019569	FSCN3	chr6	28377900	28388622	+	10722	1790	2	0	0	1	0	1	0	2
NM_001195284	FSD1L	chr4	53644342	53719881	+	75539	7467	45	89	33	33	42	43	62	31
NM_027759	FSIP1	chr2	118030623	118082702	-	52079	1673	1	3	4	1	0	0	0	0
NM_178673	FSTL5	chr3	75878482	76513927	+	635445	4802	0	0	0	0	0	0	0	0
NM_011936	FTO	chr8	93837423	94192332	+	354909	3558	1728	1527	883	824	1538	1622	1189	1087
NM_001290430	FTSJ1	chrX	7815793	7829532	-	13739	3419	206	253	269	275	301	317	183	177
NM_026510	FTSJ2	chr5	140803627	140807852	-	4225	1443	111	150	131	130	326	286	272	207
NM_001290548	FUBP3	chr2	31428170	31473046	+	44876	3268	935	1273	992	1113	1127	1024	619	591
NM_172283	FUK	chr8	113406355	113426388	-	20033	3874	206	223	122	124	244	243	280	262
NM_001286218	FUOM	chr7	147283713	147288340	-	4627	2269	41	38	27	22	25	48	72	89
NM_001286425	FUT10	chr8	32297802	32372396	+	74594	2788	145	231	35	63	37	33	20	14
NM_028428	FUT11	chr14	21514189	21519419	+	5230	3344	463	418	371	310	368	285	229	157
NM_011814	FXR2	chr11	69446472	69466799	+	20327	2970	725	893	935	908	1625	1397	1040	932
NM_019503	FXYD1	chr7	31836696	31840675	-	3979	559	8	1	4	0	2	0	168	87
NM_008557	FXYD3	chr7	31855553	31861716	-	6163	300	0	0	0	0	0	2	0	0
NM_001173372	FXYD4	chr6	117883576	117887353	-	3777	551	2	2	6	7	4	2	4	3
NM_022007	FXYD7	chr7	31827533	31836473	-	8940	678	0	1	0	0	0	0	4	1
NM_021457	FZD1	chr5	4753838	4758216	-	4378	4378	4600	2902	4398	4638	754	616	1406	695
NM_021458	FZD3	chr14	65811277	65881300	-	70023	12742	138	173	192	239	232	162	199	161
NM_001042659	FZD5	chr1	64777131	64784324	-	7193	6807	429	397	78	106	617	613	333	398
NM_010246	FZD9	chr5	135724807	135726917	-	2110	2110	1	2	5	5	2	0	0	0
NM_011816	G3BP2	chr5	92481171	92512761	-	31590	4315	2077	3244	2271	2844	3376	3326	4865	4262
NM_001289856	G6PC2	chr2	69049129	69066050	+	16921	1846	0	0	0	0	0	0	0	0
NM_175935	G6PC3	chr11	102051012	102055396	+	4384	1544	106	138	88	97	87	84	197	91
NM_001159324	GAA	chr11	119129280	119147012	+	17732	3666	5459	2393	3633	1472	542	484	1034	874
NM_019749	GABARAP	chr11	69804871	69808451	+	3580	1122	5852	3860	3898	2755	2098	2132	3575	2688
NM_026693	GABARAPL2	chr8	114464602	114476815	+	12213	980	373	348	392	320	492	462	567	449
NM_008065	GABPA	chr16	84835368	84864023	+	28655	4863	1312	1567	682	703	1460	1269	1303	1314
NM_008067	GABRA3	chrX	69678014	69901585	-	223571	3727	1	0	0	0	0	0	0	0
NM_010251	GABRA4	chr5	71960972	72049547	-	88575	4123	0	0	0	0	0	0	0	0
NM_013814	GALNT1	chr18	24363844	24445317	+	81473	3975	1691	2413	2632	2569	2239	1984	1398	1125
NM_134189	GALNT10	chr11	57458943	57601002	+	142059	4701	678	812	705	728	380	365	154	178
NM_173030	GALNT13	chr2	54288797	54970155	+	681358	6966	0	0	0	0	0	0	0	0
NM_027864	GALNT14	chr17	73843090	74059791	-	216701	2467	0	0	0	0	0	0	0	0
NM_030166	GALNT15	chr14	32842288	32871512	+	29224	2341	5	20	1	6	1	1	13	7
NM_139272	GALNT2	chr8	126755293	126869622	+	114329	4110	1488	1645	3690	3204	689	765	1318	1132
NM_015736	GALNT3	chr2	65920822	65962850	-	42028	3684	0	0	0	0	0	0	0	0
NM_001290631	GAPDHS	chr7	31514797	31528700	-	13903	1458	31	26	14	21	48	69	107	87
NM_025709	GAPVD1	chr2	34532501	34610752	-	78251	5951	1135	1461	1136	1256	1723	1482	1127	1054
NM_001033445	GAREM	chr18	21285842	21458640	-	172798	4783	155	140	204	197	154	118	47	57
NM_001167879	GAREML	chr5	30431735	30444920	+	13185	3547	77	84	13	21	3	2	0	0
NM_001079876	GAS2L3	chr10	88871567	88906712	-	35145	6748	62	459	53	343	148	197	33	46
NM_019521	GAS6	chr8	13465373	13494535	-	29162	2593	9322	11279	20826	12692	3737	7995	1390	2076
NM_010257	GAST	chr11	100195725	100198310	+	2585	455	0	0	0	0	0	1	0	0
NM_008089	GATA1	chrX	7536385	7545036	-	8651	1902	0	0	0	0	0	0	0	0
NM_008090	GATA2	chr6	88148657	88157026	+	8369	3243	121	212	94	99	14	12	4	93
NM_008093	GATA5	chr2	180059792	180069384	-	9592	3044	0	0	0	0	0	0	0	1
NM_144896	GATB	chr3	85378050	85458392	+	80342	2307	127	138	58	52	218	211	310	238
NM_028022	GATSL3	chr11	4118253	4122412	+	4159	1548	2	0	5	2	1	3	3	2
NM_178930	GBF1	chr19	46227047	46361000	+	133953	6401	1717	2255	2421	2012	3219	3371	1672	1842
NM_139197	GBGT1	chr2	28352410	28360935	+	8525	1335	24	17	3	0	69	57	66	102
NM_008101	GCGR	chr11	120392040	120400298	+	8258	1929	0	0	0	0	0	0	0	1
NM_010292	GCK	chr11	5800825	5850084	-	49259	2727	1	3	0	0	1	5	88	1123
NM_144909	GCKR	chr5	31599953	31629675	+	29722	2014	0	0	0	0	1	0	0	0
NM_008103	GCM1	chr9	77899764	77913431	+	13667	2034	1	0	0	0	0	0	0	0
NM_172719	GCN1	chr5	116015271	116072663	+	57392	8539	1179	1720	1782	1818	1939	2026	1190	1085
NM_010265	GCNT1	chr19	17400630	17447334	-	46704	4574	3	4	1	0	0	1	1	1
NM_010267	GDAP1	chr1	17135453	17154351	+	18898	3937	0	1	0	0	0	1	0	1
NM_145741	GDF10	chr14	34736772	34748468	+	11696	2509	34	252	53	108	86	209	9	46
NM_019506	GDF2	chr14	34754224	34760384	+	6160	2988	0	1	1	0	0	1	0	0
NM_010273	GDI1	chrX	71550350	71557206	+	6856	2657	1432	1415	1344	1211	1861	1778	1694	1210
NM_023608	GDPD2	chrX	97925185	97934238	+	9053	2595	410	196	328	103	24	11	18	13
NM_201352	GDPD5	chr7	106530058	106609494	+	79436	3583	20	42	20	12	5	18	18	15
NM_010276	GEM	chr4	11631593	11642140	+	10547	2257	1461	719	802	508	275	189	50	68
NM_025656	GEMIN2	chr12	60114379	60128975	+	14596	1106	80	111	63	120	214	196	130	113
NM_001166670	GEMIN5	chr11	57933502	57982041	-	48539	6208	336	624	1139	1219	1067	1058	383	335
NM_027189	GEMIN7	chr7	20150297	20158692	-	8395	763	385	520	284	344	491	436	320	263
NM_001160406	GFI1B	chr2	28464969	28477502	-	12533	1822	0	2	2	2	1	0	0	0
NM_001146043	GFM2	chr13	97907891	97951151	+	43260	4322	169	251	331	288	738	722	544	603
NM_013529	GFPT2	chr11	49607656	49652122	+	44466	2986	46	92	1471	1408	107	163	14	16
NM_010279	GFRA1	chr19	58310070	58529888	-	219818	4563	86	69	50	85	14	10	2	6
NM_008115	GFRA2	chr14	71289936	71379645	+	89709	3462	8	2	0	1	1	1	0	1
NM_205844	GFRAL	chr9	76011908	76061464	-	49556	2080	0	0	0	0	0	0	0	0
NM_001195255	GFY	chr7	52431718	52434967	-	3249	1877	0	0	0	0	0	0	0	0
NM_145929	GGA1	chr15	78707619	78725015	+	17396	3034	512	622	426	425	635	705	673	604
NM_026637	GGCT	chr6	54935088	54942861	-	7773	1362	15	41	100	74	87	130	60	52
NM_019802	GGCX	chr6	72364301	72381100	+	16799	3323	588	667	788	737	399	343	578	520
NM_010281	GGH	chr4	19969198	19993258	+	24060	1326	234	217	162	151	113	98	138	114
NM_010282	GGPS1	chr13	14144713	14155668	-	10955	2369	219	260	255	242	387	430	261	263
NM_027819	GGT6	chr11	72249027	72251906	+	2879	1822	1	0	0	0	0	0	10	3
NM_144786	GGT7	chr2	155316115	155340582	-	24467	2611	80	119	69	62	10	10	6	4
NM_031871	GHDC	chr11	100627645	100632271	-	4626	2162	214	199	96	87	284	271	216	273
NM_078478	GHITM	chr14	37933631	37948508	-	14877	2904	2627	3797	3012	3397	9776	10066	11691	13560
NM_001003685	GHRHR	chr6	55326288	55338524	+	12236	1598	0	0	0	0	0	0	1	0
NM_001289652	GID8	chr2	180444930	180456304	+	11374	4412	857	1075	865	833	1674	1634	1250	1128
NM_008118	GIF	chr19	11822048	11837937	+	15889	1532	0	0	0	0	0	0	0	0
NM_008376	GIMAP1	chr6	48689045	48693794	+	4749	1505	0	0	0	0	0	0	0	0
NM_027014	GINS1	chr2	150735329	150757016	+	21687	1087	15	106	11	36	110	121	61	41
NM_030198	GINS3	chr8	98157458	98168959	+	11501	2412	128	264	142	231	168	173	73	41
NM_024240	GINS4	chr8	24337081	24348140	-	11059	1364	254	429	287	317	542	489	397	335
NM_008119	GIP	chr11	95885858	95892142	+	6284	649	0	0	0	0	0	1	0	0
NM_016975	GJA3	chr14	57653296	57676867	-	23571	2696	0	0	0	0	0	0	0	0
NM_008123	GJA8	chr3	96717488	96729974	-	12486	6971	0	0	0	1	0	0	1	0
NM_008124	GJB1	chrX	98572675	98580963	+	8288	1496	0	0	1	1	0	2	0	0
NM_019832	GKAP1	chr13	58334711	58375549	-	40838	1518	188	236	99	96	279	282	312	284
NM_025466	GKN1	chr6	87295646	87300909	-	5263	1220	0	0	0	0	0	0	0	0
NM_133236	GLCCI1	chr6	8459599	8547549	+	87950	6201	145	163	125	94	1068	667	1024	681
NM_138595	GLDC	chr19	30172930	30249931	-	77001	3785	24	97	13	53	5	5	7	6
NM_177350	GLDN	chr9	54134292	54189584	+	55292	4649	0	0	0	0	0	0	0	0
NM_008130	GLI3	chr13	15555555	15821858	+	266303	8426	594	1195	824	1043	266	319	30	32
NM_027018	GLIPR1L1	chr10	111497244	111515566	+	18322	896	0	0	0	0	0	0	0	0
NM_031184	GLIS2	chr16	4594712	4615957	+	21245	3619	945	979	558	434	158	120	143	78
NM_001161738	GLMN	chr5	107977985	108026907	-	48922	1649	126	205	169	143	262	214	138	133
NM_020003	GLMP	chr3	88128944	88132553	+	3609	1537	2286	1770	1169	879	550	495	708	537
NM_001113560	GLO1	chr17	30729806	30749604	-	19798	899	282	420	256	346	491	457	327	251
NM_010298	GLRB	chr3	80647520	80717582	-	70062	3029	106	91	26	34	59	58	58	67
NM_023140	GLRX3	chr7	144629330	144660277	+	30947	640	225	373	272	294	606	521	248	313
NM_029102	GLT8D2	chr10	82113177	82153395	-	40218	2091	156	191	61	84	8	5	24	14
NM_001145060	GLYATL3	chr17	41041689	41051299	-	9610	873	0	0	0	0	0	0	0	0
NM_001122992	GMEB1	chr4	131776939	131817464	-	40525	6581	261	322	150	187	237	245	131	126
NM_198169	GMEB2	chr2	180986155	181022671	-	36516	4050	415	494	339	294	536	573	399	408
NM_022024	GMFG	chr7	29222465	29231914	+	9449	1006	0	0	1	0	1	0	0	0
NM_001285918	GMNC	chr16	26957320	26991738	-	34418	4154	0	0	0	0	0	0	0	0
NM_177910	GMPPB	chr9	107951620	107954267	+	2647	1524	227	243	597	441	199	307	132	146
NM_177992	GMPR2	chr14	56291071	56297588	+	6517	1544	196	268	157	178	199	232	197	158
NM_001033300	GMPS	chr3	63780064	63823000	+	42936	4567	583	968	1146	1349	1733	1570	706	740
NM_010302	GNA12	chr5	141235897	141306385	-	70488	1880	749	943	683	717	815	791	641	593
NM_010303	GNA13	chr11	109224107	109262683	+	38576	6046	1348	1809	1187	1552	1044	1040	1114	1180
NM_008137	GNA14	chr19	16510156	16685308	+	175152	3383	1	2	2	2	0	0	0	0
NM_010305	GNAI1	chr5	17770952	17866231	-	95279	3193	0	0	0	0	0	0	0	0
NM_008138	GNAI2	chr9	107516468	107537673	-	21205	2177	5829	7041	3526	4522	2685	2477	2275	1517
NM_010306	GNAI3	chr3	107910192	107949070	-	38878	3273	2086	2985	2211	2554	1989	1721	1541	1276
NM_022000	GNAS	chr2	174109820	174172243	+	62423	2352	11094	13923	9828	11627	6439	6368	5972	4783
NM_008140	GNAT1	chr9	107576804	107581923	-	5119	2208	0	0	0	0	0	0	0	1
NM_010312	GNB2	chr5	137969356	137974457	-	5101	1547	2999	4417	2407	2907	3791	3847	3595	2885
NM_013530	GNB3	chr6	124784257	124790293	-	6036	1846	1	1	0	2	1	0	5	0
NM_013531	GNB4	chr3	32482449	32515457	-	33008	2751	31	56	13	51	3	6	4	6
NM_015828	GNE	chr4	44046946	44097049	-	50103	5384	283	414	359	332	259	287	391	362
NM_010316	GNG3	chr19	8911418	8913736	-	2318	1301	7	19	25	32	31	20	6	24
NM_010319	GNG7	chr10	80411368	80477670	-	66302	3362	229	154	139	103	161	215	237	220
NM_010320	GNG8	chr7	17477134	17480784	+	3650	920	57	84	33	27	4	6	1	4
NM_010314	GNGT1	chr6	3944011	3947436	+	3425	963	0	0	0	0	0	0	0	0
NM_008136	GNL1	chr17	36116899	36126407	+	9508	2744	876	1198	1129	1078	925	823	699	596
NM_145552	GNL2	chr4	124707257	124732626	+	25369	2306	491	523	1245	976	1064	920	524	503
NM_153547	GNL3	chr14	31825618	31832317	-	6699	1917	568	625	1151	1255	1251	1182	424	510
NM_198110	GNL3L	chrX	147417675	147451865	-	34190	4877	1084	1704	1784	1966	1896	1810	626	655
NM_011937	GNPDA1	chr18	38487190	38498647	-	11457	2300	452	274	89	159	65	65	96	103
NM_001199004	GOLGA5	chr12	103707343	103736117	+	28774	2830	523	574	606	555	581	626	532	582
NM_133852	GOLGA6L1	chr2	32143772	32163441	+	19669	4442	1415	1659	1109	1013	1650	1804	1952	1947
NM_030035	GOLGB1	chr16	36885096	36933171	+	48075	11025	4181	4229	3199	2809	2508	2408	5178	5950
NM_146133	GOLPH3L	chr3	95392855	95423169	+	30314	2841	378	389	202	224	281	258	315	237
NM_029674	GOT1L1	chr8	28307930	28313019	-	5089	1356	0	0	0	0	0	0	0	2
NM_001081089	GPAT2	chr2	127250934	127261828	+	10894	2628	0	0	0	0	0	0	0	0
NM_026181	GPATCH1	chr7	36061562	36103459	-	41897	3057	138	202	224	194	213	228	172	154
NM_027405	GPATCH2L	chr12	87582827	87632318	+	49491	3919	412	463	456	463	401	466	280	482
NM_001110809	GPATCH4	chr3	87847027	87859916	+	12889	1636	104	214	373	365	263	298	88	79
NM_001159492	GPATCH8	chr11	102337229	102417472	-	80243	6829	967	1081	829	985	1004	853	651	650
NM_028487	GPBP1	chr13	112215887	112280249	-	64362	3624	877	1214	926	1018	1344	1074	978	907
NM_016697	GPC3	chrX	49625603	49967151	-	341548	2268	5	8	1	3	0	0	0	0
NM_001079844	GPC6	chr14	117324518	118378751	+	1054233	6780	707	1115	653	1169	219	208	139	96
NM_175644	GPHB5	chr12	76512706	76517768	-	5062	1614	0	0	0	0	0	0	0	0
NM_008156	GPLD1	chr13	25035020	25083805	+	48785	4659	124	148	210	185	248	293	233	304
NM_133756	GPN1	chr5	31797133	31814000	+	16867	1847	215	306	454	347	513	567	229	204
NM_133884	GPN2	chr4	133140287	133147650	+	7363	1356	105	165	196	169	266	261	120	136
NM_001010941	GPR12	chr5	147393725	147396815	-	3090	2469	0	0	0	0	0	0	0	0
NM_019925	GPR132	chr12	114089086	114099127	-	10041	2439	0	0	0	1	0	0	0	0
NM_001177361	GPR137	chr19	7012559	7016940	-	4381	1225	338	346	275	209	447	455	550	381
NM_031999	GPR137B	chr13	13449887	13485891	-	36004	2980	823	915	568	893	266	275	94	100
NM_027518	GPR137C	chr14	45839391	45900651	+	61260	2444	2	1	1	0	0	2	0	7
NM_010951	GPR143	chrX	149216463	149243189	+	26726	1651	0	0	0	0	0	0	0	0
NM_030258	GPR146	chr5	139856620	139872363	+	15743	4065	265	159	12	18	50	32	827	599
NM_177346	GPR149	chr3	62333884	62409062	-	75178	3336	62	137	28	67	6	11	1	0
NM_001162955	GPR15	chr16	58717547	58718837	-	1290	1290	1	0	0	0	0	0	0	0
NM_181543	GPR151	chr18	42737673	42739306	-	1633	1633	0	2	2	1	0	0	1	0
NM_001134386	GPR160	chr3	30754871	30796116	+	41245	1691	1	0	1	1	3	2	1	2
NM_027543	GPR173	chrX	148779188	148802654	-	23466	3214	91	112	72	44	8	8	5	5
NM_007412	GPR182	chr10	127186657	127188854	-	2197	1694	4	3	3	10	12	8	4	3
NM_146121	GPR21	chr2	37298804	37421957	+	123153	4967	1962	1994	1480	1548	1879	1697	1315	1252
NM_001013832	GPR31	chr17	13244186	13245146	-	960	960	0	0	0	0	0	0	0	0
NM_011823	GPR34	chrX	13209894	13217984	+	8090	1898	0	1	0	2	0	2	1	0
NM_175668	GPR4	chr7	19797886	19809525	+	11639	2884	3	7	7	10	11	17	8	6
NM_199058	GPR6	chr10	40790298	40791390	-	1092	1092	0	0	0	0	0	0	0	0
NM_001159652	GPR62	chr9	106366290	106368271	-	1981	1929	2	0	4	4	1	5	1	0
NM_010287	GPR83	chr9	14664697	14673943	+	9246	2252	0	0	0	0	0	0	0	0
NM_022427	GPR88	chr3	115952571	115956402	-	3831	3450	23	40	7	6	2	0	3	0
NM_181444	GPRC5A	chr6	135015679	135034726	+	19047	2071	28	86	641	1477	34	21	4	2
NM_001110337	GPRC5C	chr11	114712845	114733931	+	21086	3977	1	5	0	0	3	3	56	91
NM_012014	GPRIN1	chr13	54838033	54851030	-	12997	4141	0	0	0	0	0	0	0	0
NM_019726	GPS2	chr11	69727693	69730093	+	2400	1220	160	208	130	110	170	144	151	131
NM_134116	GPSM3	chr17	34726750	34728699	+	1949	1343	32	29	8	19	7	10	12	12
NM_173866	GPT2	chr8	88016515	88051457	+	34942	3596	568	628	482	438	1370	1336	1554	2506
NM_008162	GPX4	chr10	79516232	79519184	+	2952	959	783	1008	680	807	1082	1117	2238	1682
NM_010343	GPX5	chr13	21378297	21384555	-	6258	1629	0	0	0	0	0	0	0	0
NM_027898	GRAMD1A	chr7	31915145	31936069	-	20924	2681	886	980	1367	960	1357	1265	1293	1367
NM_027817	GRAP	chr11	61466822	61486279	+	19457	1599	0	0	0	1	0	1	0	1
NM_001289442	GRAP2	chr15	80403026	80483284	+	80258	5380	0	3	0	0	0	0	0	0
NM_008163	GRB2	chr11	115505457	115569911	-	64454	2610	647	802	670	689	853	785	642	549
NM_015764	GREB1	chr12	16677420	16807692	-	130272	8260	0	1	0	2	2	8	26	68
NM_001083628	GREB1L	chr18	10325176	10562939	+	237763	8421	1	2	2	4	1	3	2	0
NM_011824	GREM1	chr2	113588831	113598805	-	9974	1639	1236	3999	413	1196	26	36	3	4
NM_001161406	GRHL1	chr12	25257151	25302256	+	45105	3468	7	8	34	30	471	606	341	349
NM_001083806	GRIA2	chr3	80488857	80606713	-	117856	6841	0	0	0	0	0	0	0	0
NM_016886	GRIA3	chrX	38754477	39031778	+	277301	5195	76	155	106	102	19	40	3	7
NM_010348	GRIK1	chr16	87896141	88290503	-	394362	3573	0	4	0	2	0	0	0	0
NM_008168	GRIK5	chr7	25794869	25857388	-	62519	3838	526	433	117	100	70	71	447	490
NM_008169	GRIN1	chr2	25146696	25174707	-	28011	2985	0	0	0	0	0	0	2	0
NM_008170	GRIN2A	chr16	9577802	9992626	-	414824	4512	0	0	0	0	0	0	0	0
NM_008171	GRIN2B	chr6	135679822	136123529	-	443707	7505	0	0	2	0	0	0	0	0
NM_001033351	GRIN3A	chr4	49674482	49858641	-	184159	7651	3	10	17	13	2	4	3	9
NM_023168	GRINA	chr15	76077236	76080334	+	3098	1693	4153	2787	2177	1366	2084	2618	4965	4713
NM_001277293	GRIP1	chr10	118891089	119524316	+	633227	3941	0	0	0	1	0	1	0	1
NM_019497	GRK4	chr5	35003027	35097952	+	94925	2408	16	14	17	8	15	7	17	12
NM_001160353	GRM2	chr9	106546865	106558440	-	11575	3322	0	0	0	0	0	0	0	0
NM_001143834	GRM5	chr7	94732677	95283573	+	550896	8524	0	0	0	0	0	0	0	0
NM_008174	GRM8	chr6	27225120	28084369	-	859249	3678	1	2	0	1	2	0	0	0
NM_178700	GRSF1	chr5	89088257	89105196	-	16939	2753	821	1190	1201	1136	2544	2429	2204	2502
NM_001033426	GRXCR2	chr18	42145854	42158703	-	12849	1120	0	0	0	0	0	0	0	0
NM_010351	GSC	chr12	105709418	105711446	-	2028	1174	0	0	0	0	0	0	0	0
NM_001101488	GSG1L	chr7	133021932	133225925	-	203993	3924	1	0	0	0	0	0	0	0
NM_008179	GSPT2	chrX	91881407	91883900	+	2493	2493	64	90	105	123	102	111	48	54
NM_026672	GSTM2	chr3	107729251	107734663	-	5412	1305	2	9	1	2	2	0	38	37
NM_010362	GSTO1	chr19	47929478	47939278	+	9800	1161	2117	3871	6120	7919	1586	1684	1283	1359
NM_030051	GSTO2	chr19	47940034	47960795	+	20761	1258	213	151	32	59	12	19	71	46
NM_013541	GSTP1	chr19	4035410	4037912	-	2502	744	1073	1467	985	1095	1284	1425	1126	818
NM_133256	GSX2	chr5	75471625	75473918	+	2293	1665	0	0	0	0	0	0	0	0
NM_001039519	GTF2A2	chr9	69860354	69870673	+	10319	895	225	346	293	384	493	490	348	303
NM_028812	GTF2E1	chr16	37509881	37539855	-	29974	3058	408	543	721	706	642	619	432	375
NM_001167921	GTF2E2	chr8	34842385	34887645	+	45260	1562	352	488	626	609	866	711	432	444
NM_133801	GTF2F1	chr17	57142824	57150711	-	7887	1720	623	857	835	900	849	807	493	386
NM_026816	GTF2F2	chr14	76296743	76410672	-	113929	1467	112	210	302	322	335	352	144	148
NM_001033194	GTF3C3	chr1	54454424	54495815	-	41391	3005	395	614	386	395	543	571	460	370
NM_032544	GTPBP3	chr8	74012001	74017299	+	5298	2800	412	564	675	465	780	831	539	336
NM_145147	GTPBP6	chr5	110532995	110537216	-	4221	753	164	141	176	132	226	195	165	136
NM_001159329	GTPBP8	chr16	44738991	44746476	-	7485	1103	152	168	130	102	227	220	253	233
NM_008189	GUCA1A	chr17	47531506	47537533	-	6027	873	0	0	1	0	0	0	0	0
NM_175133	GUCD1	chr10	74969558	74980067	-	10509	2910	456	497	304	351	873	1035	1250	1397
NM_001033322	GUCY1A2	chr9	3532348	3905787	+	373439	13723	14	15	0	4	0	1	2	2
NM_008192	GUCY2D	chr11	69031618	69050524	-	18906	8331	0	0	1	0	1	0	0	0
NM_001033275	GXYLT1	chr15	93070172	93105515	-	35343	6534	1286	1892	2303	2378	1480	1267	523	539
NM_010369	GYPA	chr8	83017943	83034684	+	16741	1827	0	0	0	0	0	0	0	0
NM_145572	GYS2	chr6	142371132	142421629	-	50497	2657	0	0	2	0	2	2	14	26
NM_008197	H1F0	chr15	78858641	78860930	+	2289	2289	2699	3378	1990	2183	3655	4399	3707	4837
NM_138311	H1FOO	chr6	115894956	115900251	+	5295	1114	0	1	0	0	6	2	0	4
NM_177688	H2AFJ	chr6	136756768	136758595	+	1827	1827	1228	1902	1696	1649	2468	2291	1914	1529
NM_010436	H2AFX	chr9	44142797	44144156	+	1359	1359	319	1052	774	1226	1854	1649	328	469
NM_016750	H2AFZ	chr3	137527450	137529886	+	2436	1069	482	1062	292	719	819	769	347	301
